1,Danilo Gallinari,gallida01
2,Gary Harris,harriga01
3,Emmanuel Mudiay,mudiaem01
4,Will Barton,bartowi01
5,Jameer Nelson,nelsoja01
6,Kenneth Faried,farieke01
7,D.J. Augustin,augusdj01
8,Nikola Jokić,jokicni01
9,Darrell Arthur,arthuda01
10,Randy Foye,foyera01
11,JaKarr Sampson,sampsja02
12,Joffrey Lauvergne,lauvejo01
13,Jusuf Nurkić,nurkiju01
14,J.J. Hickson,hicksjj01
15,Axel Toupane,toupaax01
16,Kostas Papanikolaou,papanko01
17,Sean Kilpatrick,kilpase01
18,Mike Miller,millemi01
19,Erick Green,greener01
