1,Jerami Grant,grantje01
2,Blake Griffin,griffbl01
3,Delon Wright,wrighde01
4,Saddiq Bey,beysa01
5,Mason Plumlee,plumlma01
6,Cory Joseph,josepco01
7,Killian Hayes,hayeski01
8,Josh Jackson,jacksjo02
9,Hamidou Diallo,diallha01
10,Derrick Rose,rosede01
11,Wayne Ellington,ellinwa01
12,Isaiah Stewart,stewais01
13,Dennis Smith Jr.,smithde03
14,Frank Jackson,jacksfr01
15,Sviatoslav Mykhailiuk,mykhasv01
16,Saben Lee,leesa01
17,Sekou Doumbouya,doumbse01
18,Tyler Cook,cookty01
19,Jahlil Okafor,okafoja01
20,Rodney McGruder,mcgruro01
21,Deividas Sirvydis,sirvyde01
