1,"Tue, Nov 2, 1999",,,,Box Score,/boxscores/199911020MIA.html,@,Miami Heat,/teams/MIA/2000.html,L,2OT,122,128,0,1,L 1,,0,MIA,DET
2,"Wed, Nov 3, 1999",,,,Box Score,/boxscores/199911030ORL.html,@,Orlando Magic,/teams/ORL/2000.html,L,,94,103,0,2,L 2,,0,ORL,DET
3,"Fri, Nov 5, 1999",,,,Box Score,/boxscores/199911050DET.html,,New York Knicks,/teams/NYK/2000.html,L,,91,103,0,3,L 3,,0,NYK,DET
4,"Sat, Nov 6, 1999",,,,Box Score,/boxscores/199911060MIL.html,@,Milwaukee Bucks,/teams/MIL/2000.html,L,,111,121,0,4,L 4,,0,MIL,DET
5,"Wed, Nov 10, 1999",,,,Box Score,/boxscores/199911100BOS.html,@,Boston Celtics,/teams/BOS/2000.html,W,,110,92,1,4,W 1,,0,BOS,DET
6,"Thu, Nov 11, 1999",,,,Box Score,/boxscores/199911110DET.html,,Toronto Raptors,/teams/TOR/2000.html,L,,106,123,1,5,L 1,,0,TOR,DET
7,"Sat, Nov 13, 1999",,,,Box Score,/boxscores/199911130DET.html,,Seattle SuperSonics,/teams/SEA/2000.html,W,,107,99,2,5,W 1,,0,SEA,DET
8,"Tue, Nov 16, 1999",,,,Box Score,/boxscores/199911160TOR.html,@,Toronto Raptors,/teams/TOR/2000.html,L,,85,89,2,6,L 1,,0,TOR,DET
9,"Wed, Nov 17, 1999",,,,Box Score,/boxscores/199911170DET.html,,New Jersey Nets,/teams/NJN/2000.html,W,,109,107,3,6,W 1,,0,NJN,DET
10,"Fri, Nov 19, 1999",,,,Box Score,/boxscores/199911190DET.html,,Cleveland Cavaliers,/teams/CLE/2000.html,W,,101,90,4,6,W 2,,0,CLE,DET
11,"Sun, Nov 21, 1999",,,,Box Score,/boxscores/199911210DET.html,,Milwaukee Bucks,/teams/MIL/2000.html,W,,113,94,5,6,W 3,,0,MIL,DET
12,"Thu, Nov 25, 1999",,,,Box Score,/boxscores/199911250IND.html,@,Indiana Pacers,/teams/IND/2000.html,W,,107,99,6,6,W 4,,0,IND,DET
13,"Fri, Nov 26, 1999",,,,Box Score,/boxscores/199911260DET.html,,Atlanta Hawks,/teams/ATL/2000.html,W,,93,91,7,6,W 5,,0,ATL,DET
14,"Sun, Nov 28, 1999",,,,Box Score,/boxscores/199911280DET.html,,Orlando Magic,/teams/ORL/2000.html,L,,99,108,7,7,L 1,,0,ORL,DET
15,"Tue, Nov 30, 1999",,,,Box Score,/boxscores/199911300SAS.html,@,San Antonio Spurs,/teams/SAS/2000.html,L,,87,106,7,8,L 2,,0,SAS,DET
16,"Wed, Dec 1, 1999",,,,Box Score,/boxscores/199912010DEN.html,@,Denver Nuggets,/teams/DEN/2000.html,L,,96,100,7,9,L 3,,0,DEN,DET
