1,Lamond Murray,murrala01
2,Shawn Kemp,kempsh01
3,Bob Sura,surabo01
4,Brevin Knight,knighbr01
5,Wesley Person,persowe01
6,Andre Miller,millean02
7,Mark Bryant,bryanma01
8,Andrew DeClercq,declean01
9,Danny Ferry,ferryda01
10,Cedric Henderson,hendece02
11,Trajan Langdon,langdtr01
12,Earl Boykins,boykiea01
13,Ryan Stack,stackry01
14,A.J. Bramlett,bramlaj01
15,Donny Marshall,marshdo02
16,Lari Ketner,ketnela01
17,Kornél Dávid,davidko01
18,Pete Chilcutt,chilcpe01
19,Mark Hendrickson,hendrma01
20,Benoit Benjamin,benjabe01
