1,Luka Dončić,doncilu01
2,Dorian Finney-Smith,finnedo01
3,Kristaps Porziņģis,porzikr01
4,Josh Richardson,richajo01
5,Tim Hardaway Jr.,hardati02
6,Maxi Kleber,klebima01
7,Jalen Brunson,brunsja01
8,James Johnson,johnsja01
9,Willie Cauley-Stein,caulewi01
10,Dwight Powell,poweldw01
11,Trey Burke,burketr01
12,Nicolò Melli,mellini01
13,Wesley Iwundu,iwundwe01
14,Josh Green,greenjo02
15,J.J. Redick,redicjj01
16,Boban Marjanović,marjabo01
17,Tyrell Terry,terryty01
18,Nate Hinton,hintona01
19,Tyler Bey,beyty01
20,&nbsp;,Age
