1,Andrew Wiggins,wiggian01
2,D'Angelo Russell,russeda01
3,Glenn Robinson,robingl02
4,Mychal Mulder,muldemy01
5,Alec Burks,burksal01
6,Damion Lee,leeda03
7,Draymond Green,greendr01
8,Stephen Curry,curryst01
9,Eric Paschall,pascher01
10,Willie Cauley-Stein,caulewi01
11,Ky Bowman,bowmaky01
12,Jordan Poole,poolejo01
13,Dragan Bender,bendedr01
14,Juan Toscano-Anderson,toscaju01
15,Marquese Chriss,chrisma01
16,Omari Spellman,spellom01
17,Jacob Evans,evansja02
18,Jeremy Pargo,pargoje01
19,Chasson Randle,randlch01
20,Kevon Looney,looneke01
21,Zach Norvell,norveza01
22,Alen Smailagić,smailal01
