1,Damon Stoudamire,stoudda01
2,Doug Christie,chrisdo01
3,Marcus Camby,cambyma01
4,Chauncey Billups,billuch01
5,Walt Williams,williwa02
6,Dee Brown,brownde01
7,John Wallace,wallajo01
8,Gary Trent,trentga01
9,Oliver Miller,milleol01
10,Popeye Jones,jonespo01
11,Reggie Slater,slatere01
12,Carlos Rogers,rogerca01
13,Žan Tabak,tabakza01
14,Tracy McGrady,mcgratr01
15,Alvin Williams,willial02
16,Shawn Respert,respesh01
17,Lloyd Daniels,daniell01
18,Roy Rogers,rogerro02
19,John Thomas,thomajo02
20,Chris Garner,garnech01
21,Tim Kempton,kemptti01
22,Sharone Wright,wrighsh01
23,Bob McCann,mccanbo01
24,Ed Stokes,stokeed01
