1,Tobias Harris,harrito02
2,Ben Simmons,simmobe01
3,Joel Embiid,embiijo01
4,Seth Curry,curryse01
5,Danny Green,greenda02
6,Shake Milton,miltosh01
7,Matisse Thybulle,thybuma01
8,Furkan Korkmaz,korkmfu01
9,George Hill,hillge01
10,Dwight Howard,howardw01
11,Mike Scott,scottmi01
12,Dakota Mathias,mathida01
13,Tyrese Maxey,maxeyty01
14,Tony Bradley,bradlto01
15,Isaiah Joe,joeis01
16,Anthony Tolliver,tollian01
17,Ignas Brazdeikis,brazdig01
18,Paul Reed,reedpa01
19,Gary Clark,clarkga01
20,Rayjon Tucker,tuckera01
21,Mason Jones,jonesma05
22,Vincent Poirier,poirivi01
23,Terrance Ferguson,fergute01
24,&nbsp;,Age
