1,James Harden,hardeja01
2,Victor Oladipo,oladivi01
3,Christian Wood,woodch01
4,John Wall,walljo01
5,Kevin Porter Jr.,porteke02
6,Kelly Olynyk,olynyke01
7,Khyri Thomas,thomakh01
8,P.J. Tucker,tuckepj01
9,Eric Gordon,gordoer01
10,Jae'Sean Tate,tateja01
11,Armoni Brooks,brookar01
12,Danuel House,houseda01
13,Sterling Brown,brownst02
14,Kenyon Martin Jr.,martike04
15,Avery Bradley,bradlav01
16,David Nwaba,nwabada01
17,Cameron Oliver,oliveca01
18,D.J. Augustin,augusdj01
19,DeMarcus Cousins,couside01
20,DaQuan Jeffries,jeffrda01
21,Justin Patton,pattoju01
22,Anthony Lamb,lamban01
23,Cameron Reynolds,reynoca01
24,Ben McLemore,mclembe01
25,D.J. Wilson,wilsodj01
26,Mason Jones,jonesma05
27,Ray Spalding,spaldra01
28,Rodions Kurucs,kurucro01
29,Brodric Thomas,thomabr01
30,Bruno Caboclo,cabocbr01
