1,"Sat, Dec 26, 2020",,7:00p,,Box Score,/boxscores/202012260CHO.html,@,Charlotte Hornets,/teams/CHO/2021.html,W,,109,107,1,0,W 1,,0,CHO,OKC
2,"Mon, Dec 28, 2020",,8:00p,,Box Score,/boxscores/202012280OKC.html,,Utah Jazz,/teams/UTA/2021.html,L,,109,110,1,1,L 1,,0,UTA,OKC
3,"Tue, Dec 29, 2020",,8:00p,,Box Score,/boxscores/202012290OKC.html,,Orlando Magic,/teams/ORL/2021.html,L,,107,118,1,2,L 2,,0,ORL,OKC
4,"Thu, Dec 31, 2020",,8:00p,,Box Score,/boxscores/202012310OKC.html,,New Orleans Pelicans,/teams/NOP/2021.html,L,,80,113,1,3,L 3,,0,NOP,OKC
5,"Sat, Jan 2, 2021",,7:00p,,Box Score,/boxscores/202101020ORL.html,@,Orlando Magic,/teams/ORL/2021.html,W,,108,99,2,3,W 1,,0,ORL,OKC
6,"Mon, Jan 4, 2021",,7:30p,,Box Score,/boxscores/202101040MIA.html,@,Miami Heat,/teams/MIA/2021.html,L,,90,118,2,4,L 1,,0,MIA,OKC
7,"Wed, Jan 6, 2021",,8:00p,,Box Score,/boxscores/202101060NOP.html,@,New Orleans Pelicans,/teams/NOP/2021.html,W,,111,110,3,4,W 1,,0,NOP,OKC
8,"Fri, Jan 8, 2021",,7:30p,,Box Score,/boxscores/202101080NYK.html,@,New York Knicks,/teams/NYK/2021.html,W,,101,89,4,4,W 2,,0,NYK,OKC
9,"Sun, Jan 10, 2021",,6:00p,,Box Score,/boxscores/202101100BRK.html,@,Brooklyn Nets,/teams/BRK/2021.html,W,,129,116,5,4,W 3,,0,BRK,OKC
10,"Tue, Jan 12, 2021",,8:00p,,Box Score,/boxscores/202101120OKC.html,,San Antonio Spurs,/teams/SAS/2021.html,L,,102,112,5,5,L 1,,0,SAS,OKC
11,"Wed, Jan 13, 2021",,8:00p,,Box Score,/boxscores/202101130OKC.html,,Los Angeles Lakers,/teams/LAL/2021.html,L,,99,128,5,6,L 2,,0,LAL,OKC
12,"Fri, Jan 15, 2021",,8:00p,,Box Score,/boxscores/202101150OKC.html,,Chicago Bulls,/teams/CHI/2021.html,W,OT,127,125,6,6,W 1,,0,CHI,OKC
13,"Tue, Jan 19, 2021",,9:00p,,Box Score,/boxscores/202101190DEN.html,@,Denver Nuggets,/teams/DEN/2021.html,L,,101,119,6,7,L 1,,0,DEN,OKC
