1,Kawhi Leonard,leonaka01
2,Paul George,georgpa01
3,Marcus Morris,morrima03
4,Lou Williams,willilo02
5,Montrezl Harrell,harremo01
6,Landry Shamet,shamela01
7,Patrick Beverley,beverpa01
8,Maurice Harkless,harklma01
9,Reggie Jackson,jacksre01
10,JaMychal Green,greenja01
11,Ivica Zubac,zubaciv01
12,Rodney McGruder,mcgruro01
13,Patrick Patterson,pattepa01
14,Jerome Robinson,robinje01
15,Joakim Noah,noahjo01
16,Derrick Walton,waltode01
17,Terance Mann,mannte01
18,Amir Coffey,coffeam01
19,Mfiondu Kabengele,kabenmf01
20,Johnathan Motley,motlejo01
