1,Ja Morant,moranja01
2,Dillon Brooks,brookdi01
3,Jonas Valančiūnas,valanjo01
4,Kyle Anderson,anderky01
5,Grayson Allen,allengr01
6,Brandon Clarke,clarkbr01
7,Jaren Jackson Jr.,jacksja02
8,Desmond Bane,banede01
9,De'Anthony Melton,meltode01
10,Justise Winslow,winslju01
11,Xavier Tillman Sr.,tillmxa01
12,Tyus Jones,jonesty01
13,Gorgui Dieng,dienggo01
14,John Konchar,konchjo01
15,Tim Frazier,fraziti01
16,Killian Tillie,tilliki02
17,Sean McDermott,mcderse01
18,Jontay Porter,portejo01
19,&nbsp;,Age
