1,Russell Westbrook,westbru01
2,Bradley Beal,bealbr01
3,Rui Hachimura,hachiru01
4,Thomas Bryant,bryanth01
5,Dāvis Bertāns,bertada01
6,Deni Avdija,avdijde01
7,Raul Neto,netora01
8,Ish Smith,smithis01
9,Robin Lopez,lopezro01
10,Jerome Robinson,robinje01
11,Daniel Gafford,gaffoda01
12,Garrison Mathews,mathega01
13,Alex Len,lenal01
14,Chandler Hutchison,hutchch01
15,Moritz Wagner,wagnemo01
16,Troy Brown Jr.,browntr01
17,Jordan Bell,belljo01
18,Isaac Bonga,bongais01
19,Anthony Gill,gillan01
20,Anžejs Pasečņiks,pasecan01
21,Cassius Winston,winstca01
22,&nbsp;,Age
