1,DeMar DeRozan,derozde01
2,Dejounte Murray,murrade01
3,Derrick White,whitede01
4,Keldon Johnson,johnske04
5,Jakob Poeltl,poeltja01
6,LaMarcus Aldridge,aldrila01
7,Lonnie Walker,walkelo01
8,Patty Mills,millspa02
9,Rudy Gay,gayru01
10,Devin Vassell,vassede01
11,Trey Lyles,lylestr01
12,Drew Eubanks,eubandr01
13,Gorgui Dieng,dienggo01
14,Luka Šamanić,samanlu01
15,Keita Bates-Diop,bateske01
16,Tre Jones,jonestr01
17,Quinndary Weatherspoon,weathqu01
18,Cameron Reynolds,reynoca01
