1,Horace Grant,grantho01
2,Bo Outlaw,outlabo01
3,Anfernee Hardaway,hardaan01
4,Rony Seikaly,seikaro01
5,Nick Anderson,anderni01
6,Derek Strong,stronde01
7,Derek Harper,harpede01
8,Darrell Armstrong,armstda01
9,Mark Price,pricema01
10,Gerald Wilkins,wilkige01
11,Danny Schayes,schayda01
12,Vernon Maxwell,maxweve01
13,David Benoit,benoida01
14,Brian Evans,evansbr01
15,Kevin Ollie,ollieke01
16,Kevin Edwards,edwarke01
17,Donald Royal,royaldo01
18,Johnny Taylor,taylojo01
19,Spud Webb,webbsp01
20,Tim Kempton,kemptti01
21,Jason Lawson,lawsoja01
22,Carl Thomas,thomaca01
