32,"Fri, Jan 2, 1998",,,,Box Score,/boxscores/199801020TOR.html,@,Toronto Raptors,/teams/TOR/1998.html,W,,91,88,15,17,W 2,,0,TOR,DET
33,"Sat, Jan 3, 1998",,,,Box Score,/boxscores/199801030DET.html,,Chicago Bulls,/teams/CHI/1998.html,L,,96,105,15,18,L 1,,0,CHI,DET
34,"Fri, Jan 9, 1998",,,,Box Score,/boxscores/199801090DET.html,,Golden State Warriors,/teams/GSW/1998.html,W,,101,72,16,18,W 1,,0,GSW,DET
35,"Sun, Jan 11, 1998",,,,Box Score,/boxscores/199801110DET.html,,Los Angeles Clippers,/teams/LAC/1998.html,W,,113,85,17,18,W 2,,0,LAC,DET
36,"Wed, Jan 14, 1998",,,,Box Score,/boxscores/199801140IND.html,@,Indiana Pacers,/teams/IND/1998.html,L,,93,100,17,19,L 1,,0,IND,DET
37,"Thu, Jan 15, 1998",,,,Box Score,/boxscores/199801150DET.html,,Charlotte Hornets,/teams/CHH/1998.html,W,OT,95,94,18,19,W 1,,0,CHH,DET
38,"Mon, Jan 19, 1998",,,,Box Score,/boxscores/199801190UTA.html,@,Utah Jazz,/teams/UTA/1998.html,L,,89,98,18,20,L 1,,0,UTA,DET
39,"Wed, Jan 21, 1998",,,,Box Score,/boxscores/199801210DEN.html,@,Denver Nuggets,/teams/DEN/1998.html,W,,87,67,19,20,W 1,,0,DEN,DET
40,"Thu, Jan 22, 1998",,,,Box Score,/boxscores/199801220LAC.html,@,Los Angeles Clippers,/teams/LAC/1998.html,W,,94,76,20,20,W 2,"at Anaheim, CA",0,LAC,DET
41,"Sat, Jan 24, 1998",,,,Box Score,/boxscores/199801240DET.html,,New York Knicks,/teams/NYK/1998.html,L,,92,99,20,21,L 1,,0,NYK,DET
42,"Tue, Jan 27, 1998",,,,Box Score,/boxscores/199801270MIL.html,@,Milwaukee Bucks,/teams/MIL/1998.html,L,,81,83,20,22,L 2,,0,MIL,DET
43,"Wed, Jan 28, 1998",,,,Box Score,/boxscores/199801280DET.html,,Orlando Magic,/teams/ORL/1998.html,W,,91,86,21,22,W 1,,0,ORL,DET
44,"Fri, Jan 30, 1998",,,,Box Score,/boxscores/199801300DET.html,,Washington Wizards,/teams/WAS/1998.html,L,,95,102,21,23,L 1,,0,WAS,DET
45,"Sat, Jan 31, 1998",,,,Box Score,/boxscores/199801310CLE.html,@,Cleveland Cavaliers,/teams/CLE/1998.html,L,,88,90,21,24,L 2,,0,CLE,DET
46,"Mon, Feb 2, 1998",,,,Box Score,/boxscores/199802020WAS.html,@,Washington Wizards,/teams/WAS/1998.html,L,,101,113,21,25,L 3,,0,WAS,DET
47,"Thu, Feb 5, 1998",,,,Box Score,/boxscores/199802050DET.html,,Houston Rockets,/teams/HOU/1998.html,W,,104,92,22,25,W 1,,0,HOU,DET
48,"Wed, Feb 11, 1998",,,,Box Score,/boxscores/199802110DET.html,,Milwaukee Bucks,/teams/MIL/1998.html,W,,95,83,23,25,W 2,,0,MIL,DET
49,"Fri, Feb 13, 1998",,,,Box Score,/boxscores/199802130MIA.html,@,Miami Heat,/teams/MIA/1998.html,L,,86,100,23,26,L 1,,0,MIA,DET
50,"Sun, Feb 15, 1998",,,,Box Score,/boxscores/199802150CHI.html,@,Chicago Bulls,/teams/CHI/1998.html,L,,90,99,23,27,L 2,,0,CHI,DET
51,"Tue, Feb 17, 1998",,,,Box Score,/boxscores/199802170SAS.html,@,San Antonio Spurs,/teams/SAS/1998.html,L,,94,95,23,28,L 3,,0,SAS,DET
52,"Thu, Feb 19, 1998",,,,Box Score,/boxscores/199802190HOU.html,@,Houston Rockets,/teams/HOU/1998.html,L,,90,100,23,29,L 4,,0,HOU,DET
53,"Sat, Feb 21, 1998",,,,Box Score,/boxscores/199802210DAL.html,@,Dallas Mavericks,/teams/DAL/1998.html,W,,94,82,24,29,W 1,,0,DAL,DET
54,"Mon, Feb 23, 1998",,,,Box Score,/boxscores/199802230DET.html,,Sacramento Kings,/teams/SAC/1998.html,W,,111,85,25,29,W 2,,0,SAC,DET
55,"Wed, Feb 25, 1998",,,,Box Score,/boxscores/199802250DET.html,,Charlotte Hornets,/teams/CHH/1998.html,L,,88,98,25,30,L 1,,0,CHH,DET
56,"Fri, Feb 27, 1998",,,,Box Score,/boxscores/199802270DET.html,,Cleveland Cavaliers,/teams/CLE/1998.html,W,,90,87,26,30,W 1,,0,CLE,DET
57,"Sun, Mar 1, 1998",,,,Box Score,/boxscores/199803010MIN.html,@,Minnesota Timberwolves,/teams/MIN/1998.html,L,2OT,113,115,26,31,L 1,,0,MIN,DET
58,"Mon, Mar 2, 1998",,,,Box Score,/boxscores/199803020DET.html,,Dallas Mavericks,/teams/DAL/1998.html,W,,100,94,27,31,W 1,,0,DAL,DET
