1,"Tue, Dec 22, 2020",,7:00p,,Box Score,/boxscores/202012220BRK.html,@,Brooklyn Nets,/teams/BRK/2021.html,L,,99,125,0,1,L 1,,0,BRK,GSW
2,"Fri, Dec 25, 2020",,2:30p,,Box Score,/boxscores/202012250MIL.html,@,Milwaukee Bucks,/teams/MIL/2021.html,L,,99,138,0,2,L 2,,0,MIL,GSW
3,"Sun, Dec 27, 2020",,8:00p,,Box Score,/boxscores/202012270CHI.html,@,Chicago Bulls,/teams/CHI/2021.html,W,,129,128,1,2,W 1,,0,CHI,GSW
4,"Tue, Dec 29, 2020",,7:00p,,Box Score,/boxscores/202012290DET.html,@,Detroit Pistons,/teams/DET/2021.html,W,,116,106,2,2,W 2,,0,DET,GSW
5,"Fri, Jan 1, 2021",,10:30p,,Box Score,/boxscores/202101010GSW.html,,Portland Trail Blazers,/teams/POR/2021.html,L,,98,123,2,3,L 1,,0,POR,GSW
6,"Sun, Jan 3, 2021",,8:30p,,Box Score,/boxscores/202101030GSW.html,,Portland Trail Blazers,/teams/POR/2021.html,W,,137,122,3,3,W 1,,0,POR,GSW
7,"Mon, Jan 4, 2021",,10:00p,,Box Score,/boxscores/202101040GSW.html,,Sacramento Kings,/teams/SAC/2021.html,W,,137,106,4,3,W 2,,0,SAC,GSW
8,"Wed, Jan 6, 2021",,10:00p,,Box Score,/boxscores/202101060GSW.html,,Los Angeles Clippers,/teams/LAC/2021.html,L,,101,108,4,4,L 1,,0,LAC,GSW
9,"Fri, Jan 8, 2021",,10:00p,,Box Score,/boxscores/202101080GSW.html,,Los Angeles Clippers,/teams/LAC/2021.html,W,,115,105,5,4,W 1,,0,LAC,GSW
10,"Sun, Jan 10, 2021",,8:30p,,Box Score,/boxscores/202101100GSW.html,,Toronto Raptors,/teams/TOR/2021.html,W,,106,105,6,4,W 2,,0,TOR,GSW
11,"Tue, Jan 12, 2021",,10:30p,,Box Score,/boxscores/202101120GSW.html,,Indiana Pacers,/teams/IND/2021.html,L,,95,104,6,5,L 1,,0,IND,GSW
12,"Thu, Jan 14, 2021",,10:00p,,Box Score,/boxscores/202101140DEN.html,@,Denver Nuggets,/teams/DEN/2021.html,L,,104,114,6,6,L 2,,0,DEN,GSW
13,"Mon, Jan 18, 2021",,10:00p,,Box Score,/boxscores/202101180LAL.html,@,Los Angeles Lakers,/teams/LAL/2021.html,W,,115,113,7,6,W 1,,0,LAL,GSW
14,"Wed, Jan 20, 2021",,10:00p,,Box Score,/boxscores/202101200GSW.html,,San Antonio Spurs,/teams/SAS/2021.html,W,,121,99,8,6,W 2,,0,SAS,GSW
15,"Thu, Jan 21, 2021",,10:00p,,Box Score,/boxscores/202101210GSW.html,,New York Knicks,/teams/NYK/2021.html,L,,104,119,8,7,L 1,,0,NYK,GSW
16,"Sat, Jan 23, 2021",,9:00p,,Box Score,/boxscores/202101230UTA.html,@,Utah Jazz,/teams/UTA/2021.html,L,,108,127,8,8,L 2,,0,UTA,GSW
