1,Devin Booker,bookede01
2,Kelly Oubre,oubreke01
3,Deandre Ayton,aytonde01
4,Ricky Rubio,rubiori01
5,Mikal Bridges,bridgmi01
6,Dario Šarić,saricda01
7,Cameron Payne,payneca01
8,Aron Baynes,baynear01
9,Cameron Johnson,johnsca02
10,Frank Kaminsky,kaminfr01
11,Tyler Johnson,johnsty01
12,Jevon Carter,carteje01
13,Elie Okobo,okoboel01
14,Jonah Bolden,boldejo01
15,Ty Jerome,jeromty01
16,Cheick Diallo,diallch01
17,Jalen Lecque,lecquja01
18,Tariq Owens,owensta01
19,Jared Harper,harpeja01
