&nbsp;,Draft,,2020-21 Stats
&nbsp;,Age,&nbsp;,Yr,Tm,Rd,Pk,&nbsp;,Team,Lg,&nbsp;,G,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
David Michineau,26,,2016,NOP,2,39,,Paris Levallois,FRA, ,8,18.9,2.6,6.3,.420,0.9,2.1,.412,1.4,1.8,.786,0.1,0.9,1.0,3.4,0.5,0.3,0.6,2.1,7.5
Vladimir Veremeenko,36,,2006,WAS,2,48,,Tsmoki-Minsk,, ,Statistics not available.
