1,Darrell Armstrong,armstda01
2,Ron Mercer,mercero01
3,Bo Outlaw,outlabo01
4,Tariq Abdul-Wahad,abdulta01
5,Ben Wallace,wallabe01
6,Chris Gatling,gatlich01
7,John Amaechi,amaecjo01
8,Monty Williams,willimo01
9,Chucky Atkins,atkinch01
10,Pat Garrity,garripa01
11,Corey Maggette,maggeco01
12,Michael Doleac,doleami01
13,Matt Harpring,harprma01
14,Anthony Johnson,johnsan02
15,Anthony Parker,parkean01
16,Earl Boykins,boykiea01
17,Kiwane Garris,garriki01
18,Derek Strong,stronde01
19,Johnny Taylor,taylojo01
