1,Larry Hughes,hughela01
2,Antawn Jamison,jamisan01
3,Mookie Blaylock,blaylmo01
4,John Starks,starkjo01
5,Chris Mills,millsch01
6,Donyell Marshall,marshdo01
7,Jason Caffey,caffeja01
8,Billy Owens,owensbi01
9,Vonteego Cummings,cummivo01
10,Erick Dampier,dampier01
11,Adonal Foyle,foylead01
12,Mark Davis,davisma02
13,Terry Cummings,cummite01
14,Tony Farmer,farmeto01
15,Damon Jones,jonesda01
16,Sam Mack,macksa01
17,Sam Jacobson,jacobsa01
18,Tim Legler,legleti01
19,Bill Curley,curlebi01
20,Drew Barry,barrydr01
21,Chris Carr,carrch01
22,Jamel Thomas,thomaja01
23,Tim Young,youngti01
