1,Anthony Davis,davisan02
2,Eric Gordon,gordoer01
3,James Ennis,ennisja01
4,Tyreke Evans,evansty01
5,Ryan Anderson,anderry01
6,Tim Frazier,fraziti01
7,Jrue Holiday,holidjr01
8,Jordan Hamilton,hamiljo02
9,Norris Cole,coleno01
10,Dante Cunningham,cunnida01
11,Ish Smith,smithis01
12,Alonzo Gee,geeal01
13,Toney Douglas,douglto01
14,Bryce Dejean-Jones,dejeabr01
15,Luke Babbitt,babbilu01
16,Ömer Aşık,asikom01
17,Alexis Ajinça,ajincal01
18,Kendrick Perkins,perkike01
19,Nate Robinson,robinna01
20,Orlando Johnson,johnsor01
21,Jimmer Fredette,fredeji01
