1,Devonte' Graham,grahade01
2,Terry Rozier,roziete01
3,Miles Bridges,bridgmi02
4,P.J. Washington,washipj01
5,Cody Zeller,zelleco01
6,Nicolas Batum,batumni01
7,Malik Monk,monkma01
8,Marvin Williams,willima02
9,Bismack Biyombo,biyombi01
10,Cody Martin,martico01
11,Jalen McDaniels,mcdanja01
12,Dwayne Bacon,bacondw01
13,Caleb Martin,martica02
14,Michael Kidd-Gilchrist,kiddgmi01
15,Willy Hernangómez,hernawi01
16,Joe Chealey,chealjo01
