"Fri, Dec 28, 2018",7:00p,,Box Score,@,Orlando Magic,L,,87,116,26,11,L 1,,,/boxscores/201812280ORL.html,ORL,TOR
"Sun, Dec 30, 2018",6:00p,,Box Score,,Chicago Bulls,W,,95,89,27,11,W 1,,,/boxscores/201812300TOR.html,CHI,TOR
"Tue, Jan 1, 2019",7:30p,,Box Score,,Utah Jazz,W,,122,116,28,11,W 2,,,/boxscores/201901010TOR.html,UTA,TOR
"Thu, Jan 3, 2019",8:00p,,Box Score,@,San Antonio Spurs,L,,107,125,28,12,L 1,,,/boxscores/201901030SAS.html,SAS,TOR
"Sat, Jan 5, 2019",8:30p,,Box Score,@,Milwaukee Bucks,W,,123,116,29,12,W 1,,,/boxscores/201901050MIL.html,MIL,TOR
"Sun, Jan 6, 2019",7:30p,,Box Score,,Indiana Pacers,W,,121,105,30,12,W 2,,,/boxscores/201901060TOR.html,IND,TOR
"Tue, Jan 8, 2019",7:30p,,Box Score,,Atlanta Hawks,W,,104,101,31,12,W 3,,,/boxscores/201901080TOR.html,ATL,TOR
"Fri, Jan 11, 2019",7:30p,,Box Score,,Brooklyn Nets,W,,122,105,32,12,W 4,,,/boxscores/201901110TOR.html,BRK,TOR
"Sun, Jan 13, 2019",1:00p,,Box Score,@,Washington Wizards,W,2OT,140,138,33,12,W 5,,,/boxscores/201901130WAS.html,WAS,TOR
"Wed, Jan 16, 2019",8:00p,,Box Score,@,Boston Celtics,L,,108,117,33,13,L 1,,,/boxscores/201901160BOS.html,BOS,TOR
"Thu, Jan 17, 2019",7:30p,,Box Score,,Phoenix Suns,W,,111,109,34,13,W 1,,,/boxscores/201901170TOR.html,PHO,TOR
"Sat, Jan 19, 2019",7:30p,,Box Score,,Memphis Grizzlies,W,,119,90,35,13,W 2,,,/boxscores/201901190TOR.html,MEM,TOR
"Tue, Jan 22, 2019",7:00p,,Box Score,,Sacramento Kings,W,,120,105,36,13,W 3,,,/boxscores/201901220TOR.html,SAC,TOR
"Wed, Jan 23, 2019",7:00p,,Box Score,@,Indiana Pacers,L,,106,110,36,14,L 1,,,/boxscores/201901230IND.html,IND,TOR
"Fri, Jan 25, 2019",8:00p,,Box Score,@,Houston Rockets,L,,119,121,36,15,L 2,,,/boxscores/201901250HOU.html,HOU,TOR
"Sun, Jan 27, 2019",7:00p,,Box Score,@,Dallas Mavericks,W,,123,120,37,15,W 1,,,/boxscores/201901270DAL.html,DAL,TOR
"Thu, Jan 31, 2019",8:00p,,Box Score,,Milwaukee Bucks,L,,92,105,37,16,L 1,,,/boxscores/201901310TOR.html,MIL,TOR
"Sun, Feb 3, 2019",3:00p,,Box Score,,Los Angeles Clippers,W,,121,103,38,16,W 1,,,/boxscores/201902030TOR.html,LAC,TOR
"Tue, Feb 5, 2019",8:00p,,Box Score,@,Philadelphia 76ers,W,,119,107,39,16,W 2,,,/boxscores/201902050PHI.html,PHI,TOR
"Thu, Feb 7, 2019",7:30p,,Box Score,@,Atlanta Hawks,W,,119,101,40,16,W 3,,,/boxscores/201902070ATL.html,ATL,TOR
"Sat, Feb 9, 2019",7:30p,,Box Score,@,New York Knicks,W,,104,99,41,16,W 4,,,/boxscores/201902090NYK.html,NYK,TOR
"Mon, Feb 11, 2019",7:30p,,Box Score,,Brooklyn Nets,W,,127,125,42,16,W 5,,,/boxscores/201902110TOR.html,BRK,TOR
"Wed, Feb 13, 2019",7:30p,,Box Score,,Washington Wizards,W,,129,120,43,16,W 6,,,/boxscores/201902130TOR.html,WAS,TOR
"Fri, Feb 22, 2019",7:00p,,Box Score,,San Antonio Spurs,W,,120,117,44,16,W 7,,,/boxscores/201902220TOR.html,SAS,TOR
"Sun, Feb 24, 2019",3:30p,,Box Score,,Orlando Magic,L,,98,113,44,17,L 1,,,/boxscores/201902240TOR.html,ORL,TOR
"Tue, Feb 26, 2019",8:00p,,Box Score,,Boston Celtics,W,,118,95,45,17,W 1,,,/boxscores/201902260TOR.html,BOS,TOR
"Fri, Mar 1, 2019",8:00p,,Box Score,,Portland Trail Blazers,W,,119,117,46,17,W 2,,,/boxscores/201903010TOR.html,POR,TOR
"Sun, Mar 3, 2019",6:00p,,Box Score,@,Detroit Pistons,L,OT,107,112,46,18,L 1,,,/boxscores/201903030DET.html,DET,TOR
