1,Stephen Curry,curryst01
2,Andrew Wiggins,wiggian01
3,Draymond Green,greendr01
4,Kelly Oubre Jr.,oubreke01
5,James Wiseman,wisemja01
6,Juan Toscano-Anderson,toscaju01
7,Kent Bazemore,bazemke01
8,Jordan Poole,poolejo01
9,Kevon Looney,looneke01
10,Damion Lee,leeda03
11,Eric Paschall,pascher01
12,Brad Wanamaker,wanambr01
13,Jordan Bell,belljo01
14,Marquese Chriss,chrisma01
15,Mychal Mulder,muldemy01
16,Nico Mannion,mannini01
17,Alen Smailagić,smailal01
18,Gary Payton II,paytoga02
