1,Chris Bosh,boshch01
2,Goran Dragić,dragigo01
3,Luol Deng,denglu01
4,Joe Johnson,johnsjo02
5,Dwyane Wade,wadedw01
6,Hassan Whiteside,whiteha01
7,Justise Winslow,winslju01
8,Tyler Johnson,johnsty01
9,Gerald Green,greenge01
10,Josh Richardson,richajo01
11,Mario Chalmers,chalmma01
12,Beno Udrih,udrihbe01
13,Amar'e Stoudemire,stoudam01
14,Josh McRoberts,mcrobjo01
15,Udonis Haslem,hasleud01
16,Chris Andersen,anderch01
17,Briante Weber,weberbr01
18,Jarnell Stokes,stokeja01
19,James Ennis,ennisja01
