"Sat, Dec 29, 2018",10:00p,,Box Score,@,Portland Trail Blazers,W,,115,105,24,13,W 1,,,/boxscores/201812290POR.html,POR,GSW
"Mon, Dec 31, 2018",9:00p,,Box Score,@,Phoenix Suns,W,,132,109,25,13,W 2,,,/boxscores/201812310PHO.html,PHO,GSW
"Thu, Jan 3, 2019",10:30p,,Box Score,,Houston Rockets,L,OT,134,135,25,14,L 1,,,/boxscores/201901030GSW.html,HOU,GSW
"Sat, Jan 5, 2019",10:00p,,Box Score,@,Sacramento Kings,W,,127,123,26,14,W 1,,,/boxscores/201901050SAC.html,SAC,GSW
"Tue, Jan 8, 2019",10:30p,,Box Score,,New York Knicks,W,,122,95,27,14,W 2,,,/boxscores/201901080GSW.html,NYK,GSW
"Fri, Jan 11, 2019",10:30p,,Box Score,,Chicago Bulls,W,,146,109,28,14,W 3,,,/boxscores/201901110GSW.html,CHI,GSW
"Sun, Jan 13, 2019",7:00p,,Box Score,@,Dallas Mavericks,W,,119,114,29,14,W 4,,,/boxscores/201901130DAL.html,DAL,GSW
"Tue, Jan 15, 2019",9:00p,,Box Score,@,Denver Nuggets,W,,142,111,30,14,W 5,,,/boxscores/201901150DEN.html,DEN,GSW
"Wed, Jan 16, 2019",10:30p,,Box Score,,New Orleans Pelicans,W,,147,140,31,14,W 6,,,/boxscores/201901160GSW.html,NOP,GSW
"Fri, Jan 18, 2019",10:30p,,Box Score,@,Los Angeles Clippers,W,,112,94,32,14,W 7,,,/boxscores/201901180LAC.html,LAC,GSW
"Mon, Jan 21, 2019",10:30p,,Box Score,@,Los Angeles Lakers,W,,130,111,33,14,W 8,,,/boxscores/201901210LAL.html,LAL,GSW
"Thu, Jan 24, 2019",8:00p,,Box Score,@,Washington Wizards,W,,126,118,34,14,W 9,,,/boxscores/201901240WAS.html,WAS,GSW
"Sat, Jan 26, 2019",8:30p,,Box Score,@,Boston Celtics,W,,115,111,35,14,W 10,,,/boxscores/201901260BOS.html,BOS,GSW
"Mon, Jan 28, 2019",7:00p,,Box Score,@,Indiana Pacers,W,,132,100,36,14,W 11,,,/boxscores/201901280IND.html,IND,GSW
"Thu, Jan 31, 2019",10:30p,,Box Score,,Philadelphia 76ers,L,,104,113,36,15,L 1,,,/boxscores/201901310GSW.html,PHI,GSW
"Sat, Feb 2, 2019",8:30p,,Box Score,,Los Angeles Lakers,W,,115,101,37,15,W 1,,,/boxscores/201902020GSW.html,LAL,GSW
"Wed, Feb 6, 2019",10:30p,,Box Score,,San Antonio Spurs,W,,141,102,38,15,W 2,,,/boxscores/201902060GSW.html,SAS,GSW
"Fri, Feb 8, 2019",9:00p,,Box Score,@,Phoenix Suns,W,,117,107,39,15,W 3,,,/boxscores/201902080PHO.html,PHO,GSW
"Sun, Feb 10, 2019",8:30p,,Box Score,,Miami Heat,W,,120,118,40,15,W 4,,,/boxscores/201902100GSW.html,MIA,GSW
"Tue, Feb 12, 2019",10:30p,,Box Score,,Utah Jazz,W,,115,108,41,15,W 5,,,/boxscores/201902120GSW.html,UTA,GSW
"Wed, Feb 13, 2019",10:30p,,Box Score,@,Portland Trail Blazers,L,,107,129,41,16,L 1,,,/boxscores/201902130POR.html,POR,GSW
"Thu, Feb 21, 2019",10:30p,,Box Score,,Sacramento Kings,W,,125,123,42,16,W 1,,,/boxscores/201902210GSW.html,SAC,GSW
"Sat, Feb 23, 2019",8:30p,,Box Score,,Houston Rockets,L,,112,118,42,17,L 1,,,/boxscores/201902230GSW.html,HOU,GSW
"Mon, Feb 25, 2019",7:00p,,Box Score,@,Charlotte Hornets,W,,121,110,43,17,W 1,,,/boxscores/201902250CHO.html,CHO,GSW
"Wed, Feb 27, 2019",7:30p,,Box Score,@,Miami Heat,L,,125,126,43,18,L 1,,,/boxscores/201902270MIA.html,MIA,GSW
"Thu, Feb 28, 2019",7:00p,,Box Score,@,Orlando Magic,L,,96,103,43,19,L 2,,,/boxscores/201902280ORL.html,ORL,GSW
"Sat, Mar 2, 2019",8:30p,,Box Score,@,Philadelphia 76ers,W,,120,117,44,19,W 1,,,/boxscores/201903020PHI.html,PHI,GSW
"Tue, Mar 5, 2019",10:30p,,Box Score,,Boston Celtics,L,,95,128,44,20,L 1,,,/boxscores/201903050GSW.html,BOS,GSW
"Fri, Mar 8, 2019",10:30p,,Box Score,,Denver Nuggets,W,,122,105,45,20,W 1,,,/boxscores/201903080GSW.html,DEN,GSW
"Sun, Mar 10, 2019",8:30p,,Box Score,,Phoenix Suns,L,,111,115,45,21,L 1,,,/boxscores/201903100GSW.html,PHO,GSW
"Wed, Mar 13, 2019",9:30p,,Box Score,@,Houston Rockets,W,,106,104,46,21,W 1,,,/boxscores/201903130HOU.html,HOU,GSW
"Sat, Mar 16, 2019",8:30p,,Box Score,@,Oklahoma City Thunder,W,,110,88,47,21,W 2,,,/boxscores/201903160OKC.html,OKC,GSW
"Mon, Mar 18, 2019",8:00p,,Box Score,@,San Antonio Spurs,L,,105,111,47,22,L 1,,,/boxscores/201903180SAS.html,SAS,GSW
"Tue, Mar 19, 2019",8:00p,,Box Score,@,Minnesota Timberwolves,W,,117,107,48,22,W 1,,,/boxscores/201903190MIN.html,MIN,GSW
"Thu, Mar 21, 2019",10:30p,,Box Score,,Indiana Pacers,W,,112,89,49,22,W 2,,,/boxscores/201903210GSW.html,IND,GSW
"Sat, Mar 23, 2019",8:30p,,Box Score,,Dallas Mavericks,L,,91,126,49,23,L 1,,,/boxscores/201903230GSW.html,DAL,GSW
"Sun, Mar 24, 2019",8:30p,,Box Score,,Detroit Pistons,W,,121,114,50,23,W 1,,,/boxscores/201903240GSW.html,DET,GSW
"Wed, Mar 27, 2019",8:00p,,Box Score,@,Memphis Grizzlies,W,,118,103,51,23,W 2,,,/boxscores/201903270MEM.html,MEM,GSW
"Fri, Mar 29, 2019",8:00p,,Box Score,@,Minnesota Timberwolves,L,OT,130,131,51,24,L 1,,,/boxscores/201903290MIN.html,MIN,GSW
"Sun, Mar 31, 2019",8:30p,,Box Score,,Charlotte Hornets,W,,137,90,52,24,W 1,,,/boxscores/201903310GSW.html,CHO,GSW
"Tue, Apr 2, 2019",10:30p,,Box Score,,Denver Nuggets,W,,116,102,53,24,W 2,,,/boxscores/201904020GSW.html,DEN,GSW
"Thu, Apr 4, 2019",10:30p,,Box Score,@,Los Angeles Lakers,W,,108,90,54,24,W 3,,,/boxscores/201904040LAL.html,LAL,GSW
"Fri, Apr 5, 2019",10:30p,,Box Score,,Cleveland Cavaliers,W,,120,114,55,24,W 4,,,/boxscores/201904050GSW.html,CLE,GSW
"Sun, Apr 7, 2019",8:30p,,Box Score,,Los Angeles Clippers,W,,131,104,56,24,W 5,,,/boxscores/201904070GSW.html,LAC,GSW
"Tue, Apr 9, 2019",8:00p,,Box Score,@,New Orleans Pelicans,W,,112,103,57,24,W 6,,,/boxscores/201904090NOP.html,NOP,GSW
"Wed, Apr 10, 2019",8:00p,,Box Score,@,Memphis Grizzlies,L,,117,132,57,25,L 1,,,/boxscores/201904100MEM.html,MEM,GSW
