1,Marc Gasol,gasolma01
2,Mike Conley,conlemi01
3,Zach Randolph,randoza01
4,Courtney Lee,leeco01
5,Jeff Green,greenje02
6,Matt Barnes,barnema02
7,Briante Weber,weberbr01
8,Lance Stephenson,stephla01
9,Tony Allen,allento01
10,Jordan Farmar,farmajo01
11,Mario Chalmers,chalmma01
12,Ray McCallum,mccalra01
13,P.J. Hairston,hairspj02
14,JaMychal Green,greenja01
15,Chris Andersen,anderch01
16,Brandan Wright,wrighbr03
17,Xavier Munford,munfoxa02
18,Vince Carter,cartevi01
19,Alex Stepheson,stephal01
20,Beno Udrih,udrihbe01
21,Jarell Martin,martija01
22,Ryan Hollins,holliry01
23,Elliot Williams,williel01
24,Jordan Adams,adamsjo01
25,Russ Smith,smithru01
26,James Ennis,ennisja01
27,Jarnell Stokes,stokeja01
28,Bryce Cotton,cottobr01
