1,Bradley Beal,bealbr01
2,Rui Hachimura,hachiru01
3,Dāvis Bertāns,bertada01
4,Ish Smith,smithis01
5,Troy Brown,browntr01
6,Thomas Bryant,bryanth01
7,Shabazz Napier,napiesh01
8,Jerome Robinson,robinje01
9,Isaiah Thomas,thomais02
10,Jordan McRae,mcraejo01
11,Ian Mahinmi,mahinia01
12,Isaac Bonga,bongais01
13,Moritz Wagner,wagnemo01
14,Anžejs Pasečņiks,pasecan01
15,C.J. Miles,milescj01
16,Gary Payton,paytoga02
17,Jerian Grant,grantje02
18,Jarrod Uthoff,uthofja01
19,Garrison Mathews,mathega01
20,Chris Chiozza,chiozch01
21,Johnathan Williams,willijo04
22,Admiral Schofield,schofad01
23,Justin Robinson,robinju01
