1,Aaron Gordon,gordoaa01
2,Nikola Vučević,vucevni01
3,Evan Fournier,fournev01
4,Jonathan Isaac,isaacjo01
5,Markelle Fultz,fultzma01
6,Terrence Ross,rosste01
7,D.J. Augustin,augusdj01
8,James Ennis,ennisja01
9,Al-Farouq Aminu,aminual01
10,Khem Birch,birchkh01
11,Michael Carter-Williams,cartemi01
12,Wesley Iwundu,iwundwe01
13,Gary Clark,clarkga01
14,Mohamed Bamba,bambamo01
15,B.J. Johnson,johnsbj01
16,Vic Law,lawvi01
17,Melvin Frazier,frazime01
18,Josh Magette,magetjo01
19,Amile Jefferson,jeffeam01
