1,Ben Simmons,simmobe01
2,Tobias Harris,harrito02
3,Josh Richardson,richajo01
4,Al Horford,horfoal01
5,Joel Embiid,embiijo01
6,Furkan Korkmaz,korkmfu01
7,Alec Burks,burksal01
8,Shake Milton,miltosh01
9,Matisse Thybulle,thybuma01
10,Glenn Robinson,robingl02
11,Mike Scott,scottmi01
12,James Ennis,ennisja01
13,Trey Burke,burketr01
14,Raul Neto,netora01
15,Kyle O'Quinn,oquinky01
16,Norvel Pelle,pelleno01
17,Marial Shayok,shayoma01
18,Zhaire Smith,smithzh01
19,Jonah Bolden,boldejo01
