1,Jimmy Butler,butleji01
2,Bam Adebayo,adebaba01
3,Duncan Robinson,robindu01
4,Tyler Herro,herroty01
5,Kendrick Nunn,nunnke01
6,Trevor Ariza,arizatr01
7,Victor Oladipo,oladivi01
8,Kelly Olynyk,olynyke01
9,Goran Dragić,dragigo01
10,Andre Iguodala,iguodan01
11,Avery Bradley,bradlav01
12,Nemanja Bjelica,bjeline01
13,Gabe Vincent,vincega01
14,Dewayne Dedmon,dedmode01
15,Max Strus,strusma01
16,KZ Okpala,okpalkz01
17,Precious Achiuwa,achiupr01
18,Maurice Harkless,harklma01
19,Meyers Leonard,leoname01
20,Chris Silva,silvach01
21,Udonis Haslem,hasleud01
22,&nbsp;,Age
