76,78,25830
76,80,26470
78,80,26680
79,80,26680
80,80,26850
81,80,26850
81,83,27050
83,83,27300
84,83,27760
85,83,27760
85,85,28140
87,85,40990
88,85,40990
88,87,41220
88,89,41510
89,89,41710
90,89,41710
90,90,41860
92,90,42020
92,91,42040
94,91,42500
96,91,42880
98,91,43240
99,91,43480
100,91,43480
100,94,43580
101,94,43620
102,94,43620
102,96,43700
104,96,43740
105,96,43740
2,0,330
3,0,620
3,1,830
3,2,830
5,2,940
5,5,1850
6,5,2090
6,6,2360
7,6,2580
9,6,2780
9,7,3120
9,8,3120
11,8,3320
11,10,3560
12,10,3670
12,12,4210
14,12,4400
14,15,4540
14,17,4980
16,17,5080
18,17,5230
20,17,5690
20,18,5910
20,19,5910
22,19,6060
22,21,6270
22,24,6540
22,26,7460
24,26,7710
24,28,7960
26,28,8140
28,28,8400
30,28,8670
30,30,8820
32,30,8940
34,30,9180
34,32,9440
36,32,9900
37,32,10220
37,34,10380
38,34,10560
38,36,10660
41,36,11010
41,38,11300
43,38,11630
43,40,12340
45,40,12640
47,40,13040
49,40,13320
50,40,13430
52,40,13630
54,40,14880
54,41,16190
56,41,16350
56,43,16760
58,43,17030
58,44,17410
58,45,17410
58,47,17730
58,48,18010
58,49,18010
60,49,18220
60,51,18450
60,54,19330
62,54,19460
62,56,19680
64,56,19920
66,56,20410
67,56,20410
68,56,20640
68,58,20780
70,58,20970
70,59,21120
70,60,21120
72,60,21230
73,60,21770
74,60,21770
74,61,21900
74,62,21900
76,62,22090
76,63,22360
76,64,22360
76,67,22690
78,67,22800
79,67,22800
79,69,22980
79,70,23150
79,72,23420
81,72,23920
81,74,24190
81,76,24450
83,76,24930
85,76,25210
85,77,25430
86,77,25630
87,77,25630
87,79,25810
87,81,26190
89,81,26450
89,84,26570
91,84,26770
92,84,26950
92,86,27220
94,86,27400
94,88,28040
94,89,28470
95,89,28550
96,89,28580
96,90,28610
97,90,28650
2,0,480
2,2,630
4,2,790
5,2,790
7,2,1100
8,2,1440
9,2,1440
11,2,2350
13,2,3010
15,2,3460
15,4,3930
16,4,4100
17,4,4100
17,6,4300
20,6,4870
21,6,5230
21,8,5560
22,8,5740
23,8,5740
25,8,6080
27,8,6360
27,9,6790
27,10,6790
29,10,6890
30,10,7190
31,10,7190
31,12,7620
31,14,8430
33,14,8630
33,15,8880
33,17,9280
34,17,9520
35,17,9520
37,17,10210
39,17,10590
39,19,10790
39,20,11500
39,22,12110
42,22,12340
45,22,12640
47,22,13030
47,23,13590
47,24,13590
49,24,13830
49,26,14160
49,29,14400
49,31,14820
50,31,14960
50,33,15060
53,33,15240
53,35,15450
55,35,15670
55,37,15820
57,37,15970
58,37,15970
58,39,16130
60,39,16290
60,41,16410
62,41,16620
62,43,17010
64,43,17170
64,45,17900
64,47,18140
65,47,18780
66,47,18780
66,49,18940
66,51,19200
67,51,19440
68,51,19440
68,53,19620
68,54,19620
68,56,20090
70,56,20380
71,56,20380
73,56,20530
75,56,21070
76,56,21300
77,56,21300
79,56,21910
79,57,22440
79,58,22440
81,58,22630
81,60,22710
83,60,22980
83,62,23090
83,63,23870
84,63,23870
85,63,24570
86,63,24570
88,63,24990
90,63,25240
90,65,25410
91,65,25550
91,67,25750
93,67,25920
93,69,26090
95,69,26260
95,70,26610
95,71,26610
97,71,26780
98,71,26780
98,73,26940
99,73,27040
100,73,27040
100,74,27370
100,75,27370
100,77,27680
101,77,27870
101,79,28040
101,81,28420
101,83,28800
0,2,880
2,2,1220
2,4,1400
4,4,1910
4,6,2630
7,6,2790
9,6,4090
9,8,4440
11,8,4710
11,10,5020
13,10,5220
15,10,5450
15,12,5600
15,14,5930
17,14,6070
17,16,6400
17,17,6650
17,19,6970
17,21,7090
17,23,7340
18,23,7590
19,23,7590
19,26,7810
21,26,8020
21,28,8200
21,29,8200
23,29,8680
25,29,9100
25,30,9260
27,30,9510
27,32,9930
29,32,10400
31,32,10740
31,34,10930
33,34,11120
33,36,11290
33,38,11910
35,38,12080
35,40,12520
35,42,12940
35,43,12940
36,43,13120
37,43,13120
37,45,13600
38,45,13740
40,45,13940
42,45,14250
42,46,14590
42,47,14590
42,50,14900
45,50,15080
47,50,15400
49,50,16040
49,53,16310
49,55,16570
51,55,16880
51,57,17070
51,59,17340
53,59,17540
56,59,17940
58,59,18340
59,59,19050
59,62,19250
61,62,19520
61,65,19740
63,65,20310
63,67,20480
65,67,20950
67,67,21250
68,67,21770
68,69,22110
70,69,22250
70,71,22450
71,71,22760
71,74,23080
71,75,24110
71,76,24110
71,78,24260
72,78,24940
72,79,25110
72,80,25110
73,80,25220
73,82,25450
74,82,25560
74,83,25700
74,84,25700
77,84,25850
78,84,25850
81,84,26230
83,84,26730
85,84,27020
85,85,27190
85,86,27650
85,87,27650
85,88,27650
85,89,28190
86,89,28190
88,89,28510
2,0,290
4,0,650
4,2,1430
6,2,1940
7,2,2670
8,2,2670
8,4,2760
10,4,3320
10,6,3620
12,6,3780
14,6,4050
15,6,4400
16,6,4400
16,7,5130
16,8,5130
16,10,5490
18,10,5640
18,12,5830
18,13,6110
18,15,6480
18,16,6680
18,17,6680
18,19,6940
18,20,7400
18,21,7400
18,23,7750
20,23,7840
22,23,8260
22,25,8390
24,25,8490
24,26,9180
24,28,9960
26,28,10320
27,28,10710
27,30,10870
28,30,11020
29,30,11020
29,31,11230
29,32,11230
29,34,11460
29,35,11840
29,36,11840
29,37,11840
29,38,12460
30,38,12590
30,39,12820
30,41,13220
32,41,13400
32,44,13660
33,44,13960
34,44,13960
34,46,14380
34,48,14620
36,48,14820
36,50,15000
36,52,15780
38,52,15920
40,52,16560
40,54,17300
42,54,17750
43,54,18180
44,54,18180
44,55,18330
46,55,18510
46,57,18670
47,57,19170
47,59,19330
47,60,19330
47,62,20000
47,63,20000
49,63,20210
51,63,20700
51,65,21370
53,65,21860
53,66,22130
53,67,22130
53,69,22300
56,69,22480
56,71,23110
57,71,23350
58,71,23920
58,73,24080
59,73,24210
60,73,24210
60,75,24390
61,75,24490
61,77,25130
61,80,25340
63,80,25470
63,82,25960
63,83,26140
63,84,26140
65,84,26250
67,84,26580
68,84,26580
68,85,26760
68,86,26760
69,86,27220
70,86,27220
70,88,27480
72,88,27550
72,90,27690
74,90,27980
75,90,28340
75,92,28530
77,92,28620
0,2,240
2,2,1030
2,4,1270
4,4,1470
4,6,1760
4,8,1980
4,10,2990
6,10,3140
8,10,4050
8,12,4400
10,12,4570
12,12,4800
13,12,5210
14,12,5210
16,12,5760
16,13,5970
16,14,5970
18,14,6400
18,16,6590
19,16,6810
20,16,6810
20,17,6890
20,18,6890
22,18,7510
22,20,7690
22,22,8250
22,23,9030
24,23,9150
26,23,9410
26,24,9600
26,25,9600
28,25,9810
28,28,9890
28,29,10490
28,31,10880
30,31,11020
30,32,11690
30,34,12300
30,36,12530
31,36,12760
31,37,12860
31,39,13220
32,39,13390
33,39,13390
33,41,13590
34,41,13710
35,41,13710
35,43,13850
35,45,14830
37,45,15200
37,47,15390
39,47,15890
40,47,15890
40,49,16160
40,50,16480
41,50,16770
42,50,16770
44,50,17100
44,52,17270
45,52,17410
46,52,17410
46,54,17680
46,56,17970
48,56,18160
49,56,18160
49,58,18290
51,58,18600
52,58,18880
53,58,18880
53,60,19050
55,60,19190
55,62,19380
58,62,19560
60,62,19990
60,63,20840
60,65,21220
60,67,21590
62,67,22440
62,69,22720
64,69,23420
64,71,23630
64,73,24130
67,73,24320
67,74,24590
68,74,25320
69,74,25320
69,76,25850
71,76,26080
73,76,26760
74,76,26760
76,76,27050
76,78,27870
76,79,28170
76,80,28590
78,80,28620
78,81,28660
78,82,28660
1,0,250
3,0,530
3,2,690
4,2,890
5,2,890
5,4,1070
7,4,1230
7,6,1430
8,6,1520
11,6,1890
11,8,2090
13,8,2510
13,10,3450
15,10,3570
16,10,3770
17,10,3770
19,10,4220
21,10,4520
21,12,4770
21,14,5090
22,14,5440
22,16,5650
24,16,5760
25,16,6100
25,19,6260
28,19,6450
28,21,6680
29,21,6830
29,23,7710
30,23,7840
33,23,8500
33,25,8660
35,25,8920
35,27,9100
36,27,9350
36,28,9480
36,29,9480
36,32,9710
36,33,10240
36,35,10620
36,37,10870
36,38,10870
36,40,11050
36,41,11050
38,41,11530
38,43,11720
39,43,11960
40,43,11960
42,43,12170
42,44,12530
42,45,12530
43,45,12620
44,45,12620
44,48,12800
46,48,12930
46,49,13120
47,49,13310
48,49,13310
49,49,13560
52,49,13750
54,49,14070
54,52,14190
56,52,14720
56,54,14970
59,54,15080
60,54,15370
60,56,15520
62,56,16140
62,58,16430
65,58,16630
67,58,16990
67,60,17190
68,60,17330
70,60,17590
70,62,17720
71,62,17850
72,62,17850
73,62,18380
74,62,18380
74,63,18560
74,64,18560
76,64,18710
78,64,18950
78,66,19150
78,67,19410
78,68,19410
78,69,19410
80,69,19530
81,69,19530
81,71,19660
83,71,19890
83,72,20370
86,72,20550
89,72,21300
89,75,21440
89,77,21740
91,77,21960
93,77,22620
93,79,23320
93,80,23790
93,82,23930
94,82,24340
96,82,24530
96,84,24770
97,84,25280
97,86,25730
97,88,26310
97,89,26650
97,90,26650
99,90,26780
100,90,27480
101,90,27480
102,90,27480
102,92,27620
104,92,27750
105,92,27960
105,95,28090
106,95,28210
107,95,28210
107,97,28610
108,97,28620
108,99,28730
2,0,340
2,2,1320
2,3,1320
4,3,1510
4,5,1690
4,7,2140
4,9,2850
4,11,3100
6,11,3910
6,13,4240
6,14,4510
6,16,4740
8,16,5080
9,16,5290
10,16,5290
12,16,5660
12,18,5830
12,19,6050
12,20,6050
12,21,6220
14,21,6390
14,22,6710
14,23,6710
14,25,7130
15,25,7150
16,25,7150
18,25,7340
19,25,7340
21,25,8330
23,25,8600
25,25,9040
25,27,9240
25,30,9500
25,31,10030
25,33,10230
25,35,10430
25,36,10800
25,37,10800
25,39,11080
27,39,11530
28,39,11590
29,39,11590
29,40,11690
29,41,11690
30,41,11850
30,43,12040
32,43,12230
32,45,12490
32,47,12710
32,49,13110
33,49,13260
34,49,13260
34,51,13450
35,51,13640
37,51,13940
39,51,14260
41,51,14560
41,54,15560
42,54,16870
43,54,16870
43,56,17060
44,56,17730
46,56,18370
46,58,18640
46,59,18820
46,60,18820
49,60,19250
49,62,19450
51,62,19620
51,64,19860
51,66,20130
53,66,20300
53,67,20510
55,67,20620
55,69,21230
57,69,21310
58,69,21570
60,69,22060
60,71,22290
61,71,22440
63,71,22640
63,73,22940
64,73,23140
64,76,23530
66,76,23670
68,76,23910
69,76,24250
70,76,24250
72,76,24640
72,78,24920
73,78,25020
73,80,25230
75,80,25380
76,80,25550
77,80,25550
79,80,25900
79,82,26240
79,83,26480
79,84,26480
80,84,26590
81,84,26590
82,84,26770
82,85,26970
82,86,26970
83,86,27090
83,88,27240
83,90,27590
84,90,27700
84,92,27890
85,92,27960
86,92,27960
88,92,28260
89,92,28540
90,92,28540
90,94,28640
90,95,28770
90,96,28770
0,2,340
2,2,540
4,2,860
6,2,1410
6,4,1510
8,4,1660
8,6,1780
10,6,2060
10,8,2170
12,8,2830
12,10,3470
12,11,4220
12,13,4470
12,15,4810
13,15,5120
13,17,5250
13,19,5480
13,20,5480
13,22,5810
13,24,6150
15,24,6350
17,24,6580
17,26,6760
17,28,7130
19,28,7200
19,30,7470
22,30,7650
24,30,8020
24,32,8160
26,32,8440
26,34,8520
28,34,8750
28,36,8820
28,37,9740
28,38,9740
28,40,10100
28,41,10340
28,42,10340
28,44,10740
29,44,10930
30,44,11630
31,44,11630
31,47,11820
33,47,12000
33,49,12200
36,49,12810
36,51,13010
38,51,13300
38,53,13490
38,55,13940
38,56,13940
40,56,14140
42,56,14640
45,56,14910
45,58,15290
45,60,15720
47,60,16150
47,62,16340
49,62,16540
51,62,17100
53,62,17330
54,62,17610
55,62,17610
55,64,17820
57,64,18080
57,65,18620
57,67,18940
57,68,19430
57,69,19430
58,69,19570
59,69,19570
59,71,20140
59,73,20420
60,73,20960
60,75,21170
62,75,21290
62,78,21510
65,78,21580
66,78,22390
67,78,22390
67,80,22630
68,80,22940
69,80,23230
70,80,23230
70,82,23480
70,84,23880
70,86,24530
72,86,24750
72,88,24890
73,88,25120
74,88,25120
74,90,25490
74,92,25920
74,94,26200
75,94,26390
76,94,26390
79,94,26700
79,96,26860
81,96,27030
81,98,27340
82,98,27480
83,98,27480
86,98,27790
86,99,27860
88,99,27930
88,100,27960
88,101,27960
90,101,28090
90,102,28130
93,102,28200
93,103,28210
96,103,28320
96,104,28340
96,105,28340
99,105,28480
99,106,28520
99,107,28520
99,108,28660
99,109,28760
99,110,28760
0,2,690
0,4,1070
0,5,1070
0,7,1240
2,7,1720
2,9,2250
4,9,2790
6,9,3160
6,11,3790
8,11,3990
10,11,4290
10,13,4550
10,15,4940
10,16,5230
10,17,5230
12,17,5370
12,19,5590
13,19,5830
14,19,5830
16,19,6190
18,19,6850
18,21,7020
20,21,8000
20,22,8100
20,24,8320
21,24,8560
22,24,8560
24,24,8760
24,25,9080
24,27,9430
24,29,10100
26,29,10530
28,29,10930
28,31,11680
28,33,12000
30,33,12180
30,35,12310
30,37,13070
30,39,13370
32,39,13590
33,39,13820
35,39,14200
35,40,14370
37,40,14770
37,41,15000
37,42,15100
39,42,15490
39,44,15650
39,45,15650
42,45,15820
42,47,16070
44,47,16250
45,47,16250
45,50,16410
45,52,16630
45,54,16860
47,54,17120
47,56,17300
48,56,17530
49,56,17530
49,58,18260
51,58,18810
51,60,18910
54,60,19420
54,61,19510
54,62,19510
55,62,19610
57,62,19870
57,63,20100
57,64,20100
57,65,20360
59,65,20720
60,65,21100
61,65,21100
62,65,21350
64,65,21780
65,65,21780
68,65,21910
69,65,22440
70,65,22870
70,66,23410
71,66,23510
71,67,23670
71,68,23820
71,70,24090
71,72,24520
73,72,24700
76,72,25070
76,74,25220
79,74,25430
79,75,25610
81,75,25720
81,77,26060
81,78,26240
81,79,26240
83,79,26440
85,79,26850
85,80,27080
85,81,27080
86,81,27220
86,83,27380
87,83,27540
88,83,27540
88,85,27650
89,85,27830
90,85,27830
90,86,28240
91,86,28380
92,86,28380
92,88,28520
93,88,28550
94,88,28550
94,91,28690
95,91,28710
96,91,28710
2,0,330
5,0,580
7,0,1730
7,2,1900
7,4,2150
10,4,2290
10,7,2450
10,9,2870
10,10,3140
10,11,3140
12,11,3300
12,13,3700
14,13,4300
14,15,4550
16,15,4680
16,16,4680
16,18,4900
16,20,5120
16,22,5340
18,22,5570
18,25,6100
20,25,6430
22,25,6820
22,26,6950
22,27,6950
23,27,7190
24,27,7190
24,30,7200
24,32,7560
24,34,8020
25,34,8190
26,34,8190
28,34,8530
28,36,9210
30,36,9480
32,36,9880
33,36,10290
34,36,10290
36,36,10830
36,38,11260
37,38,11890
37,40,12550
39,40,12670
40,40,12880
40,43,13050
40,45,13340
41,45,13520
42,45,13520
42,47,13990
43,47,14080
44,47,14080
44,49,14270
46,49,14590
48,49,15080
50,49,15140
50,51,15450
50,54,15960
51,54,16390
51,56,16610
53,56,16750
54,56,17340
56,56,17720
57,56,17720
59,56,18430
59,57,18640
59,58,18640
59,60,19160
61,60,19380
63,60,19930
63,62,20180
65,62,20350
67,62,20640
68,62,20960
70,62,21040
71,62,21330
72,62,21330
72,64,21560
72,65,21920
72,66,21920
72,67,22110
72,68,22110
73,68,22270
74,68,22270
76,68,22680
76,69,22680
76,71,23300
78,71,23520
78,72,23740
78,73,23800
78,76,23920
79,76,24510
80,76,24510
80,78,24770
80,80,25170
80,82,25600
82,82,25770
82,84,26450
83,84,26580
84,84,26580
85,84,26860
85,86,27000
85,88,27630
87,88,27740
87,89,27900
89,89,28080
92,89,28360
92,91,28440
93,91,28590
94,91,28590
95,91,28670
96,91,28670
2,0,170
2,2,740
2,3,740
4,3,960
4,5,1120
4,7,1420
6,7,1890
6,9,2010
6,11,2440
8,11,2610
8,12,3030
8,13,3030
8,16,3350
8,18,3690
9,18,3900
10,18,3900
10,20,4090
12,20,4310
12,22,4500
14,22,4960
14,24,5220
16,24,5500
16,26,5940
18,26,6100
18,28,6330
19,28,6770
20,28,6770
23,28,7170
24,28,7390
25,28,7390
26,28,7670
27,28,7670
27,30,8210
29,30,8350
31,30,8670
31,32,9330
31,34,9870
33,34,10100
33,35,10320
33,36,10320
35,36,10490
35,38,10750
35,40,11150
37,40,11730
38,40,11730
39,40,11970
40,40,12060
41,40,12060
41,42,12310
42,42,12440
44,42,12600
45,42,12880
45,44,13910
46,44,14090
46,46,15740
48,46,16630
48,48,16780
50,48,16920
50,50,17090
50,52,17330
50,54,17590
50,57,17960
52,57,18230
54,57,18880
54,59,19050
54,61,19470
55,61,19610
56,61,19610
56,63,19750
57,63,20110
58,63,20110
59,63,20350
60,63,20350
60,66,20670
60,68,20910
62,68,21750
63,68,21750
63,70,22070
65,70,22470
65,72,22700
65,74,22970
67,74,23530
67,75,23710
67,76,23710
67,77,24080
68,77,24140
69,77,24140
69,79,24270
71,79,25150
71,81,25520
72,81,25670
73,81,25670
74,81,26160
75,81,26160
75,83,26350
75,84,26350
77,84,26480
77,86,26700
78,86,26820
79,86,26820
79,88,27210
81,88,27330
81,90,27880
84,90,28030
84,91,28220
84,92,28220
86,92,28260
86,93,28370
86,94,28370
87,94,28440
87,95,28540
87,96,28540
87,97,28580
87,98,28580
89,98,28670
2,0,650
4,0,1070
4,2,1240
6,2,1610
6,4,1760
8,4,2300
10,4,2880
10,5,4050
10,6,4050
12,6,4260
12,8,4420
12,9,4760
13,9,4880
14,9,4880
16,9,5110
16,10,5210
16,11,5210
16,12,5460
16,13,5770
16,15,6110
18,15,6450
18,17,6580
18,19,6780
18,21,7320
18,24,7800
20,24,7900
22,24,8470
22,26,8660
24,26,8850
26,26,9470
26,27,9610
26,28,9610
28,28,9740
28,30,9990
28,31,10420
30,31,11070
33,31,11590
33,32,11790
33,33,11790
35,33,12420
35,36,12740
35,38,12990
36,38,13110
36,40,13520
39,40,13670
39,42,13870
39,43,13870
41,43,14290
41,45,14520
41,46,14520
41,48,14680
43,48,14910
45,48,15520
45,50,15670
45,52,16070
47,52,16270
49,52,16550
49,53,16720
49,54,16720
51,54,16870
53,54,17150
53,56,17350
54,56,17600
55,56,17890
56,56,17890
56,58,18050
56,60,18280
58,60,18420
58,62,18660
58,63,19420
60,63,19550
61,63,20010
63,63,20080
64,63,20670
65,63,20670
66,63,20840
66,64,20920
66,65,20920
67,65,21260
68,65,21260
68,67,21900
70,67,22040
71,67,22040
71,69,22130
71,71,22420
73,71,22600
73,73,22820
75,73,23300
77,73,23850
77,74,24350
77,75,24350
77,78,24690
79,78,25510
79,79,25620
79,80,25620
79,81,25620
79,83,25920
79,85,26280
79,86,26280
79,88,27010
79,89,27200
80,89,27700
81,89,27700
81,91,27850
81,92,28170
81,93,28170
83,93,28270
83,94,28310
83,95,28310
85,95,28390
85,96,28420
85,97,28420
87,97,28500
87,98,28590
87,99,28590
0,2,290
2,2,540
2,4,1210
4,4,1750
4,6,1910
4,8,2230
6,8,2440
6,10,2590
6,12,2790
7,12,3560
9,12,3890
11,12,4320
11,13,4520
11,14,4520
13,14,4670
13,16,5100
13,17,5100
16,17,5220
16,19,5370
18,19,5600
18,21,5670
19,21,5890
19,23,6050
21,23,6260
23,23,6980
23,24,7110
23,25,7110
26,25,7170
26,27,7590
28,27,7850
28,29,7990
30,29,8400
30,30,8830
31,30,8990
32,30,8990
32,32,9160
32,34,10090
34,34,11720
35,34,11720
35,36,11940
37,36,12370
37,38,12390
37,40,12650
38,40,12830
39,40,12830
40,40,13570
41,40,13570
41,42,13720
43,42,13900
45,42,14120
47,42,15220
47,44,15440
49,44,16300
49,46,16810
51,46,17030
51,48,17190
53,48,17410
53,50,17900
55,50,18630
57,50,19500
59,50,19890
60,50,19890
60,52,20040
60,53,20040
62,53,20160
63,53,20160
63,56,20250
63,58,20530
65,58,20710
66,58,21030
67,58,21030
67,59,21200
67,60,21200
68,60,21360
68,62,21500
70,62,21590
71,62,21760
72,62,21760
72,63,21900
72,65,22110
74,65,22340
75,65,22340
77,65,22980
78,65,23710
80,65,24100
80,66,24990
80,67,24990
80,69,25200
80,70,25970
80,71,25970
80,73,26400
81,73,26690
82,73,26690
84,73,26870
86,73,27160
86,76,27260
88,76,27530
88,77,27640
88,78,27640
89,78,28100
90,78,28100
91,78,28210
92,78,28210
92,80,28280
93,80,28410
93,82,28680
1,0,390
2,0,390
2,2,550
2,4,830
4,4,1000
6,4,1570
8,4,2310
9,4,2500
10,4,2500
10,6,2700
11,6,2840
12,6,2840
12,8,3060
12,10,3500
14,10,3860
14,12,4130
14,14,4730
16,14,4920
18,14,5150
18,16,5530
20,16,5730
20,18,6170
23,18,6390
23,20,6600
23,21,6950
25,21,7180
25,24,7980
25,27,8600
27,27,8910
27,29,9170
29,29,9320
29,31,9410
31,31,9950
31,32,10090
31,33,10090
33,33,10330
33,35,10440
35,35,10660
35,38,10910
37,38,11200
38,38,11510
39,38,11510
39,40,11710
39,42,12120
39,44,12380
41,44,12570
41,46,12810
43,46,12980
45,46,13140
45,48,13200
45,49,13200
45,50,13530
45,52,13890
45,54,14290
46,54,14380
47,54,14380
49,54,14630
51,54,15010
53,54,15580
53,56,15890
53,58,16180
55,58,16380
55,59,17470
55,60,17470
57,60,17680
57,62,17890
59,62,18500
59,63,18670
59,64,18670
59,67,19220
60,67,19400
61,67,19400
61,69,19590
63,69,19790
63,70,19980
63,71,19980
65,71,20160
65,73,20660
65,75,21050
66,75,21310
66,76,21430
66,77,21430
66,78,22380
66,80,22500
66,81,23110
66,82,23110
68,82,23540
68,84,23710
70,84,23900
72,84,24300
72,86,24640
73,86,24990
73,88,25200
75,88,25860
78,88,26310
78,91,26550
80,91,26810
80,93,27110
80,95,27700
81,95,27810
82,95,27810
82,96,27890
82,97,27890
84,97,27990
84,98,28180
84,99,28180
87,99,28390
90,99,28580
2,0,120
3,0,120
3,2,310
5,2,550
5,4,770
5,6,1060
7,6,1990
7,8,2530
8,8,2750
9,8,2750
11,8,2970
11,10,3180
13,10,3340
15,10,3560
17,10,3890
17,12,4070
19,12,4220
19,14,4330
21,14,4590
21,16,4660
23,16,4850
26,16,5020
28,16,5410
