1,Trae Young,youngtr01
2,John Collins,collijo01
3,De'Andre Hunter,huntede01
4,Kevin Huerter,huertke01
5,Cam Reddish,reddica01
6,Jabari Parker,parkeja01
7,Dewayne Dedmon,dedmode01
8,DeAndre' Bembry,bembrde01
9,Jeff Teague,teaguje01
10,Allen Crabbe,crabbal01
11,Alex Len,lenal01
12,Damian Jones,jonesda03
13,Vince Carter,cartevi01
14,Evan Turner,turneev01
15,Bruno Fernando,fernabr01
16,Brandon Goodwin,goodwbr01
17,Treveon Graham,grahatr01
18,Tyrone Wallace,wallaty01
19,Chandler Parsons,parsoch01
20,Paul Watson,watsopa01
21,Charlie Brown,brownch02
