1,Kyrie Irving,irvinky01
2,Spencer Dinwiddie,dinwisp01
3,Joe Harris,harrijo01
4,Caris LeVert,leverca01
5,Taurean Prince,princta02
6,Garrett Temple,templga01
7,Jarrett Allen,allenja01
8,Tyler Johnson,johnsty01
9,DeAndre Jordan,jordade01
10,Wilson Chandler,chandwi01
11,Iman Shumpert,shumpim01
12,Timoth\xc3\xa9 Luwawu-Cabarrot,luwawti01
13,Donta Hall,halldo01
14,Chris Chiozza,chiozch01
15,Rodions Kurucs,kurucro01
16,Lance Thomas,thomala01
17,David Nwaba,nwabada01
18,Nicolas Claxton,claxtni01
19,D\xc5\xbeanan Musa,musadz01
20,Theo Pinson,pinsoth01
21,Jeremiah Martin,martije02
22,Justin Anderson,anderju01
23,Jamal Crawford,crawfja01
24,Henry Ellenson,ellenhe01
