1,Rudy Gobert,goberru01
2,Donovan Mitchell,mitchdo01
3,Bojan Bogdanović,bogdabo02
4,Joe Ingles,inglejo01
5,Mike Conley,conlemi01
6,Royce O'Neale,onealro01
7,Jordan Clarkson,clarkjo01
8,Jeff Green,greenje02
9,Emmanuel Mudiay,mudiaem01
10,Georges Niang,niangge01
11,Tony Bradley,bradlto01
12,Justin Wright-Foreman,wrighju02
13,Miye Oni,onimi01
14,Ed Davis,davised01
15,Jarrell Brantley,brantja01
16,Rayjon Tucker,tuckera01
17,Dante Exum,exumda01
18,Juwan Morgan,morgaju01
19,Nigel Williams-Goss,willini01
20,Stanton Kidd,kiddst01
