1,"Fri, Oct 31, 1997",,,,Box Score,/boxscores/199710310DET.html,@,Detroit Pistons,/teams/DET/1998.html,L,,79,92,0,1,L 1,,0,DET,WAS
2,"Sat, Nov 1, 1997",,,,Box Score,/boxscores/199711010WAS.html,,Miami Heat,/teams/MIA/1998.html,L,,108,109,0,2,L 2,"at Landover, MD",0,MIA,WAS
3,"Mon, Nov 3, 1997",,,,Box Score,/boxscores/199711030UTA.html,@,Utah Jazz,/teams/UTA/1998.html,W,,90,86,1,2,W 1,,0,UTA,WAS
4,"Tue, Nov 4, 1997",,,,Box Score,/boxscores/199711040DEN.html,@,Denver Nuggets,/teams/DEN/1998.html,W,,120,96,2,2,W 2,,0,DEN,WAS
5,"Fri, Nov 7, 1997",,,,Box Score,/boxscores/199711070WAS.html,,Charlotte Hornets,/teams/CHH/1998.html,L,,92,107,2,3,L 1,"at Landover, MD",0,CHH,WAS
6,"Sat, Nov 8, 1997",,,,Box Score,/boxscores/199711080MIA.html,@,Miami Heat,/teams/MIA/1998.html,L,,106,114,2,4,L 2,,0,MIA,WAS
7,"Wed, Nov 12, 1997",,,,Box Score,/boxscores/199711120CHI.html,@,Chicago Bulls,/teams/CHI/1998.html,W,,90,83,3,4,W 1,,0,CHI,WAS
8,"Thu, Nov 13, 1997",,,,Box Score,/boxscores/199711130MIN.html,@,Minnesota Timberwolves,/teams/MIN/1998.html,W,OT,91,88,4,4,W 2,,0,MIN,WAS
9,"Sat, Nov 15, 1997",,,,Box Score,/boxscores/199711150WAS.html,,Orlando Magic,/teams/ORL/1998.html,L,,91,102,4,5,L 1,"at Landover, MD",0,ORL,WAS
10,"Tue, Nov 18, 1997",,,,Box Score,/boxscores/199711180ATL.html,@,Atlanta Hawks,/teams/ATL/1998.html,L,OT,89,98,4,6,L 2,,0,ATL,WAS
11,"Wed, Nov 19, 1997",,,,Box Score,/boxscores/199711190PHI.html,@,Philadelphia 76ers,/teams/PHI/1998.html,L,,86,97,4,7,L 3,,0,PHI,WAS
12,"Fri, Nov 21, 1997",,,,Box Score,/boxscores/199711210WAS.html,,New York Knicks,/teams/NYK/1998.html,L,,82,104,4,8,L 4,"at Landover, MD",0,NYK,WAS
13,"Sat, Nov 22, 1997",,,,Box Score,/boxscores/199711220CLE.html,@,Cleveland Cavaliers,/teams/CLE/1998.html,L,,101,110,4,9,L 5,,0,CLE,WAS
14,"Mon, Nov 24, 1997",,,,Box Score,/boxscores/199711240ORL.html,@,Orlando Magic,/teams/ORL/1998.html,L,,87,95,4,10,L 6,,0,ORL,WAS
15,"Wed, Nov 26, 1997",,,,Box Score,/boxscores/199711260SAS.html,@,San Antonio Spurs,/teams/SAS/1998.html,W,,98,94,5,10,W 1,,0,SAS,WAS
16,"Sat, Nov 29, 1997",,,,Box Score,/boxscores/199711290WAS.html,,Chicago Bulls,/teams/CHI/1998.html,L,,83,88,5,11,L 1,"at Landover, MD",0,CHI,WAS
17,"Tue, Dec 2, 1997",,,,Box Score,/boxscores/199712020WAS.html,,Seattle SuperSonics,/teams/SEA/1998.html,W,,95,78,6,11,W 1,,0,SEA,WAS
