31,"Fri, Feb 19, 2021",,10:00p,,Box Score,/boxscores/202102190LAC.html,,Utah Jazz,/teams/UTA/2021.html,W,,116,112,22,9,W 1,,0,UTA,LAC
32,"Sun, Feb 21, 2021",,8:00p,,Box Score,/boxscores/202102210LAC.html,,Brooklyn Nets,/teams/BRK/2021.html,L,,108,112,22,10,L 1,,0,BRK,LAC
33,"Tue, Feb 23, 2021",,10:00p,,Box Score,/boxscores/202102230LAC.html,,Washington Wizards,/teams/WAS/2021.html,W,,135,116,23,10,W 1,,0,WAS,LAC
34,"Thu, Feb 25, 2021",,8:00p,,Box Score,/boxscores/202102250MEM.html,@,Memphis Grizzlies,/teams/MEM/2021.html,L,,94,122,23,11,L 1,,0,MEM,LAC
35,"Fri, Feb 26, 2021",,8:00p,,Box Score,/boxscores/202102260MEM.html,@,Memphis Grizzlies,/teams/MEM/2021.html,W,,119,99,24,11,W 1,,0,MEM,LAC
36,"Sun, Feb 28, 2021",,3:30p,,Box Score,/boxscores/202102280MIL.html,@,Milwaukee Bucks,/teams/MIL/2021.html,L,,100,105,24,12,L 1,,0,MIL,LAC
37,"Tue, Mar 2, 2021",,7:30p,,Box Score,/boxscores/202103020BOS.html,@,Boston Celtics,/teams/BOS/2021.html,L,,112,117,24,13,L 2,,0,BOS,LAC
38,"Thu, Mar 4, 2021",,7:00p,,Box Score,/boxscores/202103040WAS.html,@,Washington Wizards,/teams/WAS/2021.html,L,,117,119,24,14,L 3,,0,WAS,LAC
39,"Thu, Mar 11, 2021",,10:00p,,Box Score,/boxscores/202103110LAC.html,,Golden State Warriors,/teams/GSW/2021.html,W,,130,104,25,14,W 1,,0,GSW,LAC
40,"Sun, Mar 14, 2021",,9:00p,,Box Score,/boxscores/202103140NOP.html,@,New Orleans Pelicans,/teams/NOP/2021.html,L,,115,135,25,15,L 1,,0,NOP,LAC
41,"Mon, Mar 15, 2021",,9:00p,,Box Score,/boxscores/202103150DAL.html,@,Dallas Mavericks,/teams/DAL/2021.html,W,,109,99,26,15,W 1,,0,DAL,LAC
42,"Wed, Mar 17, 2021",,9:30p,,Box Score,/boxscores/202103170DAL.html,@,Dallas Mavericks,/teams/DAL/2021.html,L,,89,105,26,16,L 1,,0,DAL,LAC
43,"Sat, Mar 20, 2021",,10:00p,,Box Score,/boxscores/202103200LAC.html,,Charlotte Hornets,/teams/CHO/2021.html,W,,125,98,27,16,W 1,,0,CHO,LAC
44,"Mon, Mar 22, 2021",,10:00p,,Box Score,/boxscores/202103220LAC.html,,Atlanta Hawks,/teams/ATL/2021.html,W,,119,110,28,16,W 2,,0,ATL,LAC
45,"Wed, Mar 24, 2021",,8:30p,,Box Score,/boxscores/202103240SAS.html,@,San Antonio Spurs,/teams/SAS/2021.html,W,,134,101,29,16,W 3,,0,SAS,LAC
46,"Thu, Mar 25, 2021",,8:30p,,Box Score,/boxscores/202103250SAS.html,@,San Antonio Spurs,/teams/SAS/2021.html,W,,98,85,30,16,W 4,,0,SAS,LAC
47,"Sat, Mar 27, 2021",,10:00p,,Box Score,/boxscores/202103270LAC.html,,Philadelphia 76ers,/teams/PHI/2021.html,W,,122,112,31,16,W 5,,0,PHI,LAC
48,"Mon, Mar 29, 2021",,10:00p,,Box Score,/boxscores/202103290LAC.html,,Milwaukee Bucks,/teams/MIL/2021.html,W,,129,105,32,16,W 6,,0,MIL,LAC
49,"Tue, Mar 30, 2021",,10:00p,,Box Score,/boxscores/202103300LAC.html,,Orlando Magic,/teams/ORL/2021.html,L,,96,103,32,17,L 1,,0,ORL,LAC
50,"Thu, Apr 1, 2021",,10:00p,,Box Score,/boxscores/202104010LAC.html,,Denver Nuggets,/teams/DEN/2021.html,L,,94,101,32,18,L 2,,0,DEN,LAC
51,"Sun, Apr 4, 2021",,3:30p,,Box Score,/boxscores/202104040LAC.html,,Los Angeles Lakers,/teams/LAL/2021.html,W,,104,86,33,18,W 1,,0,LAL,LAC
52,"Tue, Apr 6, 2021",,10:00p,,Box Score,/boxscores/202104060LAC.html,,Portland Trail Blazers,/teams/POR/2021.html,W,,133,116,34,18,W 2,,0,POR,LAC
53,"Thu, Apr 8, 2021",,10:00p,,Box Score,/boxscores/202104080LAC.html,,Phoenix Suns,/teams/PHO/2021.html,W,,113,103,35,18,W 3,,0,PHO,LAC
54,"Fri, Apr 9, 2021",,10:00p,,Box Score,/boxscores/202104090LAC.html,,Houston Rockets,/teams/HOU/2021.html,W,,126,109,36,18,W 4,,0,HOU,LAC
55,"Sun, Apr 11, 2021",,10:00p,,Box Score,/boxscores/202104110LAC.html,,Detroit Pistons,/teams/DET/2021.html,W,,131,124,37,18,W 5,,0,DET,LAC
56,"Tue, Apr 13, 2021",,7:30p,,Box Score,/boxscores/202104130IND.html,@,Indiana Pacers,/teams/IND/2021.html,W,,126,115,38,18,W 6,,0,IND,LAC
57,"Wed, Apr 14, 2021",,8:00p,,Box Score,/boxscores/202104140DET.html,@,Detroit Pistons,/teams/DET/2021.html,W,,100,98,39,18,W 7,,0,DET,LAC
58,"Fri, Apr 16, 2021",,7:00p,,Box Score,/boxscores/202104160PHI.html,@,Philadelphia 76ers,/teams/PHI/2021.html,L,,103,106,39,19,L 1,,0,PHI,LAC
59,"Sun, Apr 18, 2021",,10:00p,,Box Score,/boxscores/202104180LAC.html,,Minnesota Timberwolves,/teams/MIN/2021.html,W,,124,105,40,19,W 1,,0,MIN,LAC
60,"Tue, Apr 20, 2021",,10:00p,,Box Score,/boxscores/202104200POR.html,@,Portland Trail Blazers,/teams/POR/2021.html,W,,113,112,41,19,W 2,,0,POR,LAC
61,"Wed, Apr 21, 2021",,10:00p,,Box Score,/boxscores/202104210LAC.html,,Memphis Grizzlies,/teams/MEM/2021.html,W,,117,105,42,19,W 3,,0,MEM,LAC
62,"Fri, Apr 23, 2021",,8:00p,,Box Score,/boxscores/202104230HOU.html,@,Houston Rockets,/teams/HOU/2021.html,W,,109,104,43,19,W 4,,0,HOU,LAC
63,"Mon, Apr 26, 2021",,8:00p,,Box Score,/boxscores/202104260NOP.html,@,New Orleans Pelicans,/teams/NOP/2021.html,L,,103,120,43,20,L 1,,0,NOP,LAC
64,"Wed, Apr 28, 2021",,10:00p,,Box Score,/boxscores/202104280PHO.html,@,Phoenix Suns,/teams/PHO/2021.html,L,,101,109,43,21,L 2,,0,PHO,LAC
65,"Sat, May 1, 2021",,10:00p,,Box Score,/boxscores/202105010LAC.html,,Denver Nuggets,/teams/DEN/2021.html,L,,104,110,43,22,L 3,,0,DEN,LAC
66,"Tue, May 4, 2021",,10:00p,,Box Score,/boxscores/202105040LAC.html,,Toronto Raptors,/teams/TOR/2021.html,W,,105,100,44,22,W 1,,0,TOR,LAC
67,"Thu, May 6, 2021",,10:00p,,Box Score,/boxscores/202105060LAC.html,,Los Angeles Lakers,/teams/LAL/2021.html,W,,118,94,45,22,W 2,,0,LAL,LAC
68,"Sun, May 9, 2021",,3:30p,,Box Score,/boxscores/202105090LAC.html,,New York Knicks,/teams/NYK/2021.html,L,,100,106,45,23,L 1,,0,NYK,LAC
69,"Tue, May 11, 2021",,7:30p,,Box Score,/boxscores/202105110TOR.html,@,Toronto Raptors,/teams/TOR/2021.html,W,,115,96,46,23,W 1,,0,TOR,LAC
70,"Thu, May 13, 2021",,7:00p,,Box Score,/boxscores/202105130CHO.html,@,Charlotte Hornets,/teams/CHO/2021.html,W,,113,90,47,23,W 2,,0,CHO,LAC
71,"Fri, May 14, 2021",,9:00p,,Box Score,/boxscores/202105140HOU.html,@,Houston Rockets,/teams/HOU/2021.html,L,,115,122,47,24,L 1,,0,HOU,LAC
72,"Sun, May 16, 2021",,9:00p,,Box Score,/boxscores/202105160OKC.html,@,Oklahoma City Thunder,/teams/OKC/2021.html,L,,112,117,47,25,L 2,,0,OKC,LAC
1,"Sat, May 22, 2021",,4:30p,,Box Score,/boxscores/202105220LAC.html,,Dallas Mavericks,/teams/DAL/2021.html,L,,103,113,0,1,L 1,,1,DAL,LAC
2,"Tue, May 25, 2021",,10:30p,,Box Score,/boxscores/202105250LAC.html,,Dallas Mavericks,/teams/DAL/2021.html,L,,121,127,0,2,L 2,,1,DAL,LAC
3,"Fri, May 28, 2021",,9:30p,,Box Score,/boxscores/202105280DAL.html,@,Dallas Mavericks,/teams/DAL/2021.html,W,,118,108,1,2,W 1,,1,DAL,LAC
4,"Sun, May 30, 2021",,9:30p,,Box Score,/boxscores/202105300DAL.html,@,Dallas Mavericks,/teams/DAL/2021.html,W,,106,81,2,2,W 2,,1,DAL,LAC
5,"Wed, Jun 2, 2021",,10:00p,,Box Score,/boxscores/202106020LAC.html,,Dallas Mavericks,/teams/DAL/2021.html,L,,100,105,2,3,L 1,,1,DAL,LAC
6,"Fri, Jun 4, 2021",,9:00p,,Box Score,/boxscores/202106040DAL.html,@,Dallas Mavericks,/teams/DAL/2021.html,W,,104,97,3,3,W 1,,1,DAL,LAC
7,"Sun, Jun 6, 2021",,3:30p,,Box Score,/boxscores/202106060LAC.html,,Dallas Mavericks,/teams/DAL/2021.html,W,,126,111,4,3,W 2,,1,DAL,LAC
8,"Tue, Jun 8, 2021",,10:00p,,Box Score,/boxscores/202106080UTA.html,@,Utah Jazz,/teams/UTA/2021.html,L,,109,112,4,4,L 1,,1,UTA,LAC
9,"Thu, Jun 10, 2021",,10:00p,,Box Score,/boxscores/202106100UTA.html,@,Utah Jazz,/teams/UTA/2021.html,L,,111,117,4,5,L 2,,1,UTA,LAC
10,"Sat, Jun 12, 2021",,8:30p,,Box Score,/boxscores/202106120LAC.html,,Utah Jazz,/teams/UTA/2021.html,W,,132,106,5,5,W 1,,1,UTA,LAC
11,"Mon, Jun 14, 2021",,10:00p,,Box Score,/boxscores/202106140LAC.html,,Utah Jazz,/teams/UTA/2021.html,W,,118,104,6,5,W 2,,1,UTA,LAC
12,"Wed, Jun 16, 2021",,10:00p,,Box Score,/boxscores/202106160UTA.html,@,Utah Jazz,/teams/UTA/2021.html,W,,119,111,7,5,W 3,,1,UTA,LAC
13,"Fri, Jun 18, 2021",,10:00p,,,/boxscores/202106180LAC.html,,Utah Jazz,/teams/UTA/2021.html,,,,,,,,,1,UTA,LAC
14,"Sun, Jun 20, 2021",,,,,/boxscores/202106200UTA.html,@,Utah Jazz,/teams/UTA/2021.html,,,,,,,,,1,UTA,LAC
